shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
10477,45.385960,-74.019162,160016,38.692
10477,45.385926,-74.019795,160017,38.742
10477,45.385917,-74.020297,160018,38.781
10477,45.385920,-74.020673,160019,38.811
10477,45.385932,-74.020893,160020,38.828
10477,45.385955,-74.021099,160021,38.844
10477,45.385983,-74.021317,160022,38.862
10477,45.386033,-74.021539,160023,38.880
10477,45.386113,-74.021866,160024,38.907
10477,45.386210,-74.022174,160025,38.934
10477,45.386318,-74.022481,160026,38.961
10477,45.386461,-74.022815,160027,38.991
10477,45.386715,-74.023378,160028,39.044
10477,45.386995,-74.023996,160029,39.101
10477,45.387636,-74.025393,160030,39.232
10477,45.387965,-74.026162,160031,39.302
10477,45.388350,-74.026957,160032,39.378
10477,45.391395,-74.033690,160033,40.005
10477,45.392223,-74.035510,160034,40.174
10477,45.392918,-74.037024,160035,40.316
10477,45.393036,-74.037300,160036,40.341
10477,45.393141,-74.037540,160037,40.363
10477,45.394362,-74.040245,160038,40.615
10477,45.396516,-74.045042,160039,41.061
10477,45.397241,-74.046649,160040,41.210
10477,45.399007,-74.050556,160041,41.574
10478,45.459666,-74.140903,10001,0.000
10478,45.459556,-74.140700,10002,0.020
10478,45.459119,-74.139871,10003,0.101
10478,45.458775,-74.139163,10004,0.168
10478,45.458283,-74.138130,10005,0.266
10478,45.457760,-74.137117,10006,0.364
10478,45.457306,-74.136192,10007,0.453
10478,45.457303,-74.136183,10008,0.453
10478,45.456630,-74.134841,10009,0.582
10478,45.456141,-74.133814,10010,0.679
10478,45.455740,-74.132952,10011,0.760
10478,45.455518,-74.132516,10012,0.802
10478,45.455063,-74.131769,10013,0.880
10478,45.454832,-74.131420,10014,0.917
10478,45.454581,-74.131059,10015,0.957
10478,45.454269,-74.130648,10016,1.004
10478,45.454020,-74.130286,10017,1.044
10478,45.453795,-74.129988,10018,1.078
10478,45.453596,-74.129740,10019,1.107
10478,45.452902,-74.128766,10020,1.216
10478,45.450418,-74.125348,10021,1.600
10478,45.447838,-74.121820,10022,1.998
10478,45.447560,-74.121433,10023,2.042
10478,45.447302,-74.121059,10024,2.083
10478,45.447025,-74.120686,10025,2.125
10478,45.446750,-74.120286,10026,2.169
10478,45.446383,-74.119643,10027,2.234
10478,45.445911,-74.118716,10028,2.323
10478,45.445538,-74.117882,10029,2.401
10478,45.443563,-74.113642,10030,2.799
10478,45.442790,-74.111971,10031,2.955
10478,45.441302,-74.108785,10032,3.254
10478,45.440921,-74.107938,10033,3.333
10478,45.439177,-74.104160,10034,3.687
10478,45.438617,-74.102941,10035,3.800
10478,45.438304,-74.102272,10036,3.863
10478,45.437763,-74.101103,10037,3.973
10478,45.437229,-74.099960,10038,4.080
10478,45.436988,-74.099472,10039,4.127
10478,45.436836,-74.099145,10040,4.158
10478,45.436832,-74.099133,10041,4.159
10478,45.436595,-74.098670,10042,4.204
10478,45.436392,-74.098286,10043,4.241
10478,45.436106,-74.097788,10044,4.292
10478,45.435937,-74.097518,10045,4.320
10478,45.435759,-74.097261,10046,4.348
10478,45.435588,-74.097029,10047,4.374
10478,45.435392,-74.096797,10048,4.403
10478,45.435025,-74.096371,10049,4.455
10478,45.434828,-74.096153,10050,4.483
10478,45.434050,-74.095364,10051,4.590
10478,45.432546,-74.093764,10052,4.798
10478,45.430398,-74.091505,10053,5.096
10478,45.428608,-74.089633,10054,5.343
10478,45.427185,-74.088149,10055,5.539
10478,45.426710,-74.087658,10056,5.604
10478,45.426488,-74.087438,10057,5.635
10478,45.426209,-74.087230,10058,5.670
10478,45.425950,-74.087061,10059,5.701
10478,45.425733,-74.086932,10060,5.727
10478,45.425464,-74.086803,10061,5.759
10478,45.425195,-74.086683,10062,5.790
10478,45.424881,-74.086577,10063,5.826
10478,45.424297,-74.086303,10064,5.895
10478,45.424028,-74.086147,10065,5.927
10478,45.423768,-74.085965,10066,5.959
10478,45.423338,-74.085604,10067,6.015
10478,45.423123,-74.085397,10068,6.043
10478,45.422730,-74.084971,10069,6.098
10478,45.421610,-74.083783,10070,6.254
10478,45.420143,-74.082184,10071,6.460
10478,45.418522,-74.080494,10072,6.683
10478,45.416302,-74.078125,10073,6.992
10478,45.413850,-74.075502,10074,7.333
10478,45.413591,-74.075179,10075,7.372
10478,45.413403,-74.074934,10076,7.400
10478,45.413225,-74.074691,10077,7.427
10478,45.413027,-74.074381,10078,7.460
10478,45.412859,-74.074111,10079,7.488
10478,45.412538,-74.073546,10080,7.545
10478,45.412386,-74.073250,10081,7.574
10478,45.412244,-74.072955,10082,7.602
10478,45.412101,-74.072648,10083,7.631
10478,45.411960,-74.072288,10084,7.663
10478,45.411817,-74.071879,10085,7.699
10478,45.411586,-74.071186,10086,7.759
10478,45.411251,-74.070160,10087,7.847
10478,45.411098,-74.069660,10088,7.890
10478,45.410948,-74.069212,10089,7.929
10478,45.410781,-74.068700,10090,7.973
10478,45.410372,-74.067419,10091,8.083
10478,45.410116,-74.066610,10092,8.153
10478,45.409903,-74.065981,10093,8.207
10478,45.409752,-74.065572,10094,8.243
10478,45.409592,-74.065162,10095,8.280
10478,45.409351,-74.064661,10096,8.328
10478,45.409137,-74.064262,10097,8.367
10478,45.408942,-74.063952,10098,8.399
10478,45.408723,-74.063638,10099,8.434
10478,45.408489,-74.063340,10100,8.469
10478,45.408225,-74.063053,10101,8.506
10478,45.408181,-74.063000,10102,8.512
10478,45.407814,-74.062615,10103,8.563
10478,45.407044,-74.061840,10104,8.668
10478,45.406238,-74.061001,10105,8.779
10478,45.404920,-74.059685,10106,8.958
10478,45.403417,-74.058112,10107,9.166
10478,45.402783,-74.057468,10108,9.253
10478,45.402579,-74.057246,10109,9.281
10478,45.402406,-74.057054,10110,9.306
10478,45.402183,-74.056771,10111,9.339
10478,45.401816,-74.056282,10112,9.395
10478,45.401494,-74.055807,10113,9.446
10478,45.401227,-74.055370,10114,9.492
10478,45.400897,-74.054729,10115,9.554
10478,45.400362,-74.053528,10116,9.665
10478,45.399951,-74.052627,10117,9.749
10478,45.399872,-74.052457,10118,9.765
10478,45.399338,-74.051290,10119,9.874
10478,45.399007,-74.050556,10120,9.943
10478,45.399007,-74.050556,20001,9.943
10478,45.397241,-74.046649,20002,10.306
10478,45.396516,-74.045042,20003,10.456
10478,45.394362,-74.040245,20004,10.901
10478,45.393141,-74.037540,20005,11.153
10478,45.393036,-74.037300,20006,11.175
10478,45.392918,-74.037024,20007,11.200
10478,45.392223,-74.035510,20008,11.342
10478,45.391395,-74.033690,20009,11.512
10478,45.388350,-74.026957,20010,12.138
10478,45.387965,-74.026162,20011,12.214
10478,45.387636,-74.025393,20012,12.284
10478,45.386995,-74.023996,20013,12.415
10478,45.386715,-74.023378,20014,12.473
10478,45.386461,-74.022815,20015,12.525
10478,45.386318,-74.022481,20016,12.556
10478,45.386210,-74.022174,20017,12.582
10478,45.386113,-74.021866,20018,12.609
10478,45.386033,-74.021539,20019,12.636
10478,45.385983,-74.021317,20020,12.654
10478,45.385955,-74.021099,20021,12.672
10478,45.385932,-74.020893,20022,12.688
10478,45.385920,-74.020673,20023,12.705
10478,45.385917,-74.020297,20024,12.735
10478,45.385926,-74.019795,20025,12.774
10478,45.385960,-74.019162,20026,12.824
10478,45.385975,-74.018723,20027,12.858
10478,45.386054,-74.017077,20028,12.988
10478,45.386173,-74.014729,20029,13.172
10478,45.386261,-74.012697,20030,13.332
10478,45.386281,-74.012218,20031,13.369
10478,45.386284,-74.012117,20032,13.377
10478,45.386283,-74.012100,20033,13.378
10478,45.386293,-74.011461,20034,13.428
10478,45.386308,-74.010936,20035,13.470
10478,45.386322,-74.010489,20036,13.505
10478,45.386329,-74.010289,20037,13.520
10478,45.386345,-74.009945,20038,13.547
10478,45.386367,-74.009457,20039,13.586
10478,45.386420,-74.008420,20040,13.667
10478,45.386428,-74.008254,20041,13.680
10478,45.386428,-74.008254,30001,13.680
10478,45.386447,-74.007877,30002,13.710
10478,45.386497,-74.006674,30003,13.804
10478,45.386567,-74.005278,30004,13.914
10478,45.386623,-74.004251,30005,13.994
10478,45.386758,-74.001353,30006,14.222
10478,45.386771,-74.001051,30007,14.246
10478,45.386886,-73.998964,30008,14.410
10478,45.386907,-73.998504,30009,14.446
10478,45.387112,-73.994218,30010,14.782
10478,45.387166,-73.992966,30011,14.881
10478,45.387210,-73.992275,30012,14.935
10478,45.387210,-73.992275,40001,14.935
10478,45.387268,-73.991383,40002,15.005
10478,45.387350,-73.990436,40003,15.080
10478,45.387400,-73.989946,40004,15.119
10478,45.387560,-73.988539,40005,15.230
10478,45.387687,-73.987617,40006,15.304
10478,45.387829,-73.986688,40007,15.379
10478,45.387975,-73.985774,40008,15.452
10478,45.388142,-73.984851,40009,15.527
10478,45.388317,-73.983935,40010,15.601
10478,45.388437,-73.983355,40011,15.648
10478,45.388674,-73.982318,40012,15.734
10478,45.388808,-73.981777,40013,15.779
10478,45.388882,-73.981466,40014,15.804
10478,45.389054,-73.980803,40015,15.860
10478,45.389265,-73.980016,40016,15.926
10478,45.389478,-73.979291,40017,15.987
10478,45.389704,-73.978532,40018,16.052
10478,45.389951,-73.977750,40019,16.119
10478,45.390196,-73.977041,40020,16.181
10478,45.390409,-73.976413,40021,16.235
10478,45.390707,-73.975594,40022,16.308
10478,45.391026,-73.974770,40023,16.381
10478,45.391345,-73.973969,40024,16.453
10478,45.391690,-73.973157,40025,16.528
10478,45.392022,-73.972385,40026,16.599
10478,45.392392,-73.971580,40027,16.674
10478,45.392746,-73.970854,40028,16.743
10478,45.393248,-73.969865,40029,16.839
10478,45.393807,-73.968837,40030,16.940
10478,45.394188,-73.968179,40031,17.007
10478,45.394575,-73.967521,40032,17.074
10478,45.394963,-73.966902,40033,17.139
10478,45.395355,-73.966302,40034,17.203
10478,45.395726,-73.965745,40035,17.263
10478,45.395939,-73.965434,40036,17.297
10478,45.395939,-73.965434,50001,17.297
10478,45.396308,-73.964896,50002,17.356
10478,45.396544,-73.964557,50003,17.393
10478,45.397014,-73.963934,50004,17.465
10478,45.397440,-73.963413,50005,17.527
10478,45.397922,-73.962828,50006,17.598
10478,45.398536,-73.962096,50007,17.687
10478,45.398891,-73.961694,50008,17.737
10478,45.399394,-73.961131,50009,17.808
10478,45.401650,-73.958750,50010,18.121
10478,45.401891,-73.958504,50011,18.154
10478,45.403075,-73.957277,50012,18.317
10478,45.404674,-73.955638,50013,18.536
10478,45.404773,-73.955534,50014,18.550
10478,45.405211,-73.955079,50015,18.610
10478,45.405471,-73.954796,50016,18.647
10478,45.406104,-73.954050,50017,18.738
10478,45.406401,-73.953665,50018,18.783
10478,45.406679,-73.953251,50019,18.828
10478,45.406896,-73.952885,50020,18.865
10478,45.407082,-73.952539,50021,18.899
10478,45.407258,-73.952175,50022,18.934
10478,45.407461,-73.951705,50023,18.977
10478,45.407490,-73.951632,50024,18.984
10478,45.407586,-73.951392,50025,19.005
10478,45.407644,-73.951234,50026,19.019
10478,45.407644,-73.951234,60001,19.019
10478,45.407672,-73.951159,60002,19.026
10478,45.407772,-73.950881,60003,19.050
10478,45.408054,-73.949928,60004,19.131
10478,45.408214,-73.949282,60005,19.185
10478,45.408379,-73.948591,60006,19.242
10478,45.408420,-73.948404,60007,19.257
10478,45.408585,-73.947661,60008,19.318
10478,45.408769,-73.946877,60009,19.383
10478,45.408881,-73.946432,60010,19.420
10478,45.409029,-73.945902,60011,19.465
10478,45.409098,-73.945683,60012,19.483
10478,45.409346,-73.944882,60013,19.552
10478,45.409710,-73.943846,60014,19.643
10478,45.409878,-73.943380,60015,19.684
10478,45.410153,-73.942623,60016,19.750
10478,45.410392,-73.941952,60017,19.809
10478,45.410675,-73.941166,60018,19.878
10478,45.411325,-73.939344,60019,20.038
10478,45.411964,-73.937585,60020,20.193
10478,45.412904,-73.935012,60021,20.420
10478,45.413741,-73.932713,60022,20.623
10478,45.416300,-73.925610,60023,21.248
10478,45.418474,-73.919593,60024,21.777
10478,45.419456,-73.916890,60025,22.015
10478,45.419568,-73.916581,60026,22.043
10478,45.419929,-73.915578,60027,22.131
10478,45.419929,-73.915578,70001,22.131
10478,45.420542,-73.913875,70002,22.281
10478,45.422696,-73.907914,70003,22.805
10478,45.423437,-73.905848,70004,22.987
10478,45.423649,-73.905251,70005,23.039
10478,45.424254,-73.903421,70006,23.197
10478,45.424489,-73.902653,70007,23.263
10478,45.424866,-73.901288,70008,23.378
10478,45.425094,-73.900417,70009,23.451
10478,45.425397,-73.899141,70010,23.556
10478,45.425512,-73.898633,70011,23.598
10478,45.425882,-73.896802,70012,23.747
10478,45.426031,-73.895893,70013,23.820
10478,45.426264,-73.894506,70014,23.932
10478,45.426471,-73.893206,70015,24.036
10478,45.426756,-73.891405,70016,24.180
10478,45.427081,-73.889370,70017,24.344
10478,45.427412,-73.887263,70018,24.513
10478,45.427412,-73.887263,80001,24.513
10478,45.427450,-73.887018,80002,24.532
10478,45.427807,-73.884765,80003,24.713
10478,45.428240,-73.882051,80004,24.931
10478,45.428811,-73.878424,80005,25.222
10478,45.429704,-73.872798,80006,25.674
10478,45.430150,-73.869999,80007,25.898
10478,45.430816,-73.865762,80008,26.238
10478,45.431311,-73.862650,80009,26.488
10478,45.431514,-73.861397,80010,26.589
10478,45.431669,-73.860569,80011,26.656
10478,45.431762,-73.860071,80012,26.696
10478,45.432001,-73.858881,80013,26.793
10478,45.432274,-73.857719,80014,26.889
10478,45.432481,-73.856866,80015,26.959
10478,45.432740,-73.855889,80016,27.041
10478,45.433962,-73.851352,80017,27.421
10478,45.434510,-73.849306,80018,27.593
10478,45.434963,-73.847621,80019,27.734
10478,45.435017,-73.847419,80020,27.751
10478,45.435017,-73.847419,90001,27.751
10478,45.435197,-73.846748,90002,27.807
10478,45.435663,-73.845037,90003,27.951
10478,45.435952,-73.843961,90004,28.041
10478,45.436347,-73.842495,90005,28.164
10478,45.437081,-73.839774,90006,28.392
10478,45.437775,-73.837216,90007,28.606
10478,45.438467,-73.834642,90008,28.822
10478,45.439390,-73.831198,90009,29.110
10478,45.439590,-73.830480,90010,29.171
10478,45.440033,-73.828853,90011,29.308
10478,45.440624,-73.826649,90012,29.492
10478,45.441321,-73.824079,90013,29.708
10478,45.442118,-73.821096,90014,29.957
10478,45.442447,-73.819892,90015,30.058
10478,45.442447,-73.819892,100001,30.058
10478,45.442804,-73.818579,100002,30.169
10478,45.443619,-73.815548,100003,30.423
10478,45.443679,-73.815336,100004,30.441
10478,45.443954,-73.814335,100005,30.525
10478,45.445571,-73.809027,100006,30.977
10478,45.447046,-73.804150,100007,31.393
10478,45.447257,-73.803443,100008,31.453
10478,45.447257,-73.803443,110001,31.453
10478,45.447620,-73.802228,110002,31.556
10478,45.448104,-73.800486,110003,31.703
10478,45.448493,-73.798838,110004,31.839
10478,45.448751,-73.797671,110005,31.934
10478,45.448976,-73.796518,110006,32.028
10478,45.449226,-73.795049,110007,32.146
10478,45.449427,-73.793712,110008,32.253
10478,45.449635,-73.792026,110009,32.387
10478,45.449707,-73.791365,110010,32.440
10478,45.449753,-73.790874,110011,32.478
10478,45.449753,-73.790874,120001,32.478
10478,45.449792,-73.790470,120002,32.510
10478,45.449860,-73.789586,120003,32.580
10478,45.449967,-73.787874,120004,32.714
10478,45.450024,-73.786029,120005,32.859
10478,45.450026,-73.784176,120006,33.004
10478,45.449990,-73.782538,120007,33.132
10478,45.449984,-73.782322,120008,33.149
10478,45.449983,-73.782213,120009,33.158
10478,45.449945,-73.780367,120010,33.302
10478,45.449895,-73.777518,120011,33.525
10478,45.449774,-73.771634,120012,33.986
10478,45.449722,-73.768981,120013,34.194
10478,45.449665,-73.765787,120014,34.444
10478,45.449630,-73.764252,120015,34.564
10478,45.449630,-73.764252,130001,34.564
10478,45.449616,-73.763620,130002,34.613
10478,45.449544,-73.760256,130003,34.877
10478,45.449484,-73.757152,130004,35.120
10478,45.449422,-73.753634,130005,35.395
10478,45.449363,-73.750684,130006,35.626
10478,45.449307,-73.747695,130007,35.860
10478,45.449259,-73.745282,130008,36.049
10478,45.449243,-73.744501,130009,36.110
10478,45.449216,-73.743113,130010,36.219
10478,45.449216,-73.743113,140001,36.219
10478,45.449196,-73.742023,140002,36.304
10478,45.449189,-73.741690,140003,36.330
10478,45.449139,-73.739063,140004,36.536
10478,45.449131,-73.738664,140005,36.567
10478,45.449077,-73.737895,140006,36.627
10478,45.449065,-73.737070,140007,36.692
10478,45.449077,-73.736122,140008,36.766
10478,45.449106,-73.734979,140009,36.856
10478,45.449111,-73.734168,140010,36.919
10478,45.449097,-73.733217,140011,36.994
10478,45.449057,-73.731080,140012,37.161
10478,45.449004,-73.728573,140013,37.357
10478,45.448859,-73.721066,140014,37.945
10478,45.448847,-73.720437,140015,37.994
10478,45.448760,-73.716163,140016,38.329
10478,45.448783,-73.715354,140017,38.392
10478,45.448779,-73.715129,140018,38.410
10478,45.448770,-73.714769,140019,38.438
10478,45.448705,-73.711335,140020,38.707
10478,45.448705,-73.711335,150001,38.707
10478,45.448702,-73.711185,150002,38.718
10478,45.448699,-73.711071,150003,38.727
10478,45.448655,-73.708951,150004,38.893
10478,45.448637,-73.707879,150005,38.977
10478,45.448638,-73.707358,150006,39.018
10478,45.448643,-73.706879,150007,39.056
10478,45.448682,-73.706017,150008,39.123
10478,45.448709,-73.705529,150009,39.161
10478,45.448746,-73.704999,150010,39.203
10478,45.448858,-73.703560,150011,39.316
10478,45.449017,-73.701388,150012,39.487
10478,45.449287,-73.697734,150013,39.775
10478,45.449302,-73.697520,150014,39.792
10478,45.449340,-73.697023,150015,39.831
10478,45.449387,-73.696358,150016,39.883
10478,45.449421,-73.695929,150017,39.917
10478,45.449630,-73.693068,150018,40.142
10478,45.449657,-73.692680,150019,40.172
10478,45.449689,-73.692246,150020,40.207
10478,45.449747,-73.691601,150021,40.258
10478,45.449806,-73.691082,150022,40.299
10478,45.449848,-73.690777,150023,40.323
10478,45.449912,-73.690327,150024,40.359
10478,45.449992,-73.689835,150025,40.399
10478,45.450048,-73.689222,150026,40.447
10478,45.450135,-73.688681,150027,40.490
10478,45.450200,-73.688271,150028,40.523
10478,45.450238,-73.688028,150029,40.543
10478,45.450370,-73.687226,150030,40.607
10478,45.450469,-73.686598,150031,40.658
10478,45.450483,-73.686506,150032,40.665
10478,45.450492,-73.686446,150033,40.670
10478,45.450648,-73.685503,150034,40.746
10478,45.450853,-73.684208,150035,40.850
10478,45.451144,-73.682408,150036,40.994
10478,45.451464,-73.680449,150037,41.152
10478,45.451864,-73.677960,150038,41.351
10478,45.452157,-73.676185,150039,41.494
10478,45.452553,-73.673719,150040,41.692
10478,45.452885,-73.671675,150041,41.856
10478,45.452987,-73.671003,150042,41.910
10478,45.453039,-73.670593,150043,41.943
10478,45.453079,-73.670182,150044,41.975
10478,45.453111,-73.669723,150045,42.011
10478,45.453130,-73.669326,150046,42.042
10478,45.453138,-73.668887,150047,42.077
10478,45.453128,-73.668421,150048,42.113
10478,45.453110,-73.668001,150049,42.146
10478,45.453057,-73.667320,150050,42.200
10478,45.452984,-73.666720,150051,42.247
10478,45.452649,-73.664151,150052,42.452
10478,45.452088,-73.659892,150053,42.791
10478,45.451694,-73.656878,150054,43.031
10478,45.451636,-73.656424,150055,43.067
10478,45.451571,-73.655902,150056,43.108
10478,45.451558,-73.655807,150057,43.116
10478,45.451049,-73.652146,150058,43.408
10478,45.450976,-73.651523,150059,43.457
10478,45.450921,-73.651009,150060,43.498
10478,45.450891,-73.650520,150061,43.536
10478,45.450879,-73.649951,150062,43.581
10478,45.450897,-73.649459,150063,43.619
10478,45.450926,-73.648987,150064,43.656
10478,45.450974,-73.648528,150065,43.693
10478,45.451040,-73.648052,150066,43.730
10478,45.451128,-73.647584,150067,43.768
10478,45.451256,-73.647031,150068,43.814
10478,45.451411,-73.646463,150069,43.862
10478,45.451591,-73.645923,150070,43.908
10478,45.451763,-73.645476,150071,43.948
10478,45.451923,-73.645105,150072,43.982
10478,45.452187,-73.644576,150073,44.033
10478,45.452549,-73.643875,150074,44.101
10478,45.453138,-73.642739,150075,44.212
10478,45.453670,-73.641722,150076,44.311
10478,45.453670,-73.641722,160001,44.311
10478,45.453808,-73.641459,160002,44.336
10478,45.454604,-73.639904,160003,44.487
10478,45.455677,-73.637842,160004,44.688
10478,45.456593,-73.636079,160005,44.859
10478,45.457914,-73.633527,160006,45.107
10478,45.459755,-73.629987,160007,45.451
10478,45.461048,-73.627508,160008,45.693
10478,45.462074,-73.625531,160009,45.885
10478,45.462221,-73.625247,160010,45.912
10478,45.462971,-73.623797,160011,46.053
10478,45.465080,-73.619771,160012,46.446
10478,45.467822,-73.614458,160013,46.961
10478,45.468282,-73.613574,160014,47.047
10478,45.470163,-73.609968,160015,47.398
10478,45.470881,-73.608583,160016,47.533
10478,45.470921,-73.608502,160017,47.541
10478,45.471031,-73.608291,160018,47.561
10478,45.471378,-73.607617,160019,47.627
10478,45.471646,-73.607104,160020,47.677
10478,45.471807,-73.606791,160021,47.707
10478,45.472087,-73.606249,160022,47.760
10478,45.472113,-73.606202,160023,47.764
10478,45.472289,-73.605859,160024,47.798
10478,45.472310,-73.605820,160025,47.801
10478,45.472558,-73.605345,160026,47.848
10478,45.472750,-73.604972,160027,47.884
10478,45.472890,-73.604708,160028,47.910
10478,45.473647,-73.603302,160029,48.048
10478,45.473763,-73.603095,160030,48.069
10478,45.473763,-73.603095,170001,48.069
10478,45.474616,-73.601581,170002,48.221
10478,45.475820,-73.599434,170003,48.435
10478,45.476780,-73.597741,170004,48.605
10478,45.477044,-73.597282,170005,48.652
10478,45.477225,-73.596970,170006,48.684
10478,45.477961,-73.595696,170007,48.812
10478,45.478111,-73.595431,170008,48.839
10478,45.478178,-73.595315,170009,48.851
10478,45.478503,-73.594740,170010,48.908
10478,45.478889,-73.594152,170011,48.971
10478,45.478961,-73.594025,170012,48.984
10478,45.479085,-73.593800,170013,49.006
10478,45.479578,-73.592900,170014,49.096
10478,45.480189,-73.591855,170015,49.202
10478,45.481281,-73.590060,170016,49.388
10478,45.482428,-73.588299,170017,49.575
10478,45.483192,-73.587133,170018,49.700
10478,45.483823,-73.586166,170019,49.803
10478,45.484619,-73.584956,170020,49.932
10478,45.484666,-73.584883,170021,49.940
10478,45.484756,-73.584741,170022,49.955
10478,45.486669,-73.581750,170023,50.271
10478,45.486754,-73.581623,170024,50.285
10478,45.486809,-73.581533,170025,50.294
10478,45.486932,-73.581347,170026,50.314
10478,45.487686,-73.580184,170027,50.438
10478,45.487917,-73.579846,170028,50.475
10478,45.488418,-73.579118,170029,50.554
10478,45.489083,-73.578245,170030,50.655
10478,45.489362,-73.577892,170031,50.697
10478,45.490176,-73.576870,170032,50.817
10478,45.490255,-73.576773,170033,50.829
10478,45.490518,-73.576428,170034,50.869
10478,45.490890,-73.575943,170035,50.925
10478,45.491528,-73.575074,170036,51.023
10478,45.491754,-73.574680,170037,51.063
10478,45.492120,-73.574166,170038,51.120
10478,45.492242,-73.573992,170039,51.139
10478,45.492471,-73.573681,170040,51.174
10478,45.492827,-73.573275,170041,51.225
10478,45.492867,-73.573222,170042,51.231
10478,45.493020,-73.573014,170043,51.255
10478,45.493252,-73.572703,170044,51.290
10478,45.493541,-73.572433,170045,51.329
10478,45.494580,-73.571010,170046,51.489
10478,45.494739,-73.570790,170047,51.514
10478,45.494751,-73.570775,170048,51.515
10479,45.494751,-73.570775,10001,0.000
10479,45.494739,-73.570790,10002,0.002
10479,45.494580,-73.571010,10003,0.026
10479,45.493541,-73.572433,10004,0.187
10479,45.493252,-73.572703,10005,0.225
10479,45.493020,-73.573014,10006,0.261
10479,45.492867,-73.573222,10007,0.284
10479,45.492827,-73.573275,10008,0.290
10479,45.492471,-73.573681,10009,0.341
10479,45.492242,-73.573992,10010,0.376
10479,45.492120,-73.574166,10011,0.396
10479,45.491806,-73.574510,10012,0.440
10479,45.491468,-73.574983,10013,0.492
10479,45.491374,-73.575112,10014,0.507
10479,45.491144,-73.575520,10015,0.548
10479,45.490853,-73.575895,10016,0.591
10479,45.490518,-73.576428,10017,0.647
10479,45.490255,-73.576773,10018,0.687
10479,45.490176,-73.576870,10019,0.699
10479,45.489362,-73.577892,10020,0.819
10479,45.489083,-73.578245,10021,0.861
10479,45.488418,-73.579118,10022,0.962
10479,45.487917,-73.579846,10023,1.041
10479,45.487686,-73.580184,10024,1.078
10479,45.486932,-73.581347,10025,1.202
10479,45.486809,-73.581533,10026,1.222
10479,45.486754,-73.581623,10027,1.231
10479,45.486669,-73.581750,10028,1.245
10479,45.484756,-73.584741,10029,1.561
10479,45.484666,-73.584883,10030,1.576
10479,45.484619,-73.584956,10031,1.583
10479,45.483823,-73.586166,10032,1.713
10479,45.483192,-73.587133,10033,1.816
10479,45.482428,-73.588299,10034,1.941
10479,45.481281,-73.590060,10035,2.128
10479,45.480189,-73.591855,10036,2.314
10479,45.479578,-73.592900,10037,2.420
10479,45.479085,-73.593800,10038,2.510
10479,45.478961,-73.594025,10039,2.532
10479,45.478889,-73.594152,10040,2.545
10479,45.478503,-73.594740,10041,2.607
10479,45.478178,-73.595315,10042,2.665
10479,45.478111,-73.595431,10043,2.677
10479,45.477961,-73.595696,10044,2.704
10479,45.477225,-73.596970,10045,2.832
10479,45.477044,-73.597282,10046,2.864
10479,45.476780,-73.597741,10047,2.910
10479,45.475820,-73.599434,10048,3.080
10479,45.474616,-73.601581,10049,3.295
10479,45.473763,-73.603095,10050,3.447
10479,45.473763,-73.603095,20001,3.447
10479,45.473647,-73.603302,20002,3.468
10479,45.472890,-73.604708,20003,3.606
10479,45.472750,-73.604972,20004,3.632
10479,45.472558,-73.605345,20005,3.668
10479,45.472310,-73.605820,20006,3.714
10479,45.472289,-73.605859,20007,3.718
10479,45.472113,-73.606202,20008,3.752
10479,45.472087,-73.606249,20009,3.756
10479,45.471807,-73.606791,20010,3.809
10479,45.471646,-73.607104,20011,3.839
10479,45.471378,-73.607617,20012,3.889
10479,45.471031,-73.608291,20013,3.955
10479,45.470921,-73.608502,20014,3.975
10479,45.470881,-73.608583,20015,3.983
10479,45.470163,-73.609968,20016,4.117
10479,45.468282,-73.613574,20017,4.469
10479,45.467822,-73.614458,20018,4.555
10479,45.465080,-73.619771,20019,5.070
10479,45.462971,-73.623797,20020,5.463
10479,45.462221,-73.625247,20021,5.604
10479,45.462074,-73.625531,20022,5.631
10479,45.461048,-73.627508,20023,5.823
10479,45.459755,-73.629987,20024,6.065
10479,45.457914,-73.633527,20025,6.409
10479,45.456593,-73.636079,20026,6.657
10479,45.455677,-73.637842,20027,6.828
10479,45.454604,-73.639904,20028,7.029
10479,45.453808,-73.641459,20029,7.179
10479,45.453670,-73.641722,20030,7.205
10479,45.453670,-73.641722,30001,7.205
10479,45.453138,-73.642739,30002,7.304
10479,45.452549,-73.643875,30003,7.415
10479,45.452187,-73.644576,30004,7.483
10479,45.451923,-73.645105,30005,7.534
10479,45.451763,-73.645476,30006,7.568
10479,45.451591,-73.645923,30007,7.607
10479,45.451411,-73.646463,30008,7.654
10479,45.451256,-73.647031,30009,7.702
10479,45.451128,-73.647584,30010,7.747
10479,45.451040,-73.648052,30011,7.785
10479,45.450974,-73.648528,30012,7.823
10479,45.450926,-73.648987,30013,7.860
10479,45.450897,-73.649459,30014,7.897
10479,45.450879,-73.649951,30015,7.935
10479,45.450891,-73.650520,30016,7.980
10479,45.450921,-73.651009,30017,8.018
10479,45.450976,-73.651523,30018,8.059
10479,45.451049,-73.652146,30019,8.108
10479,45.451558,-73.655807,30020,8.400
10479,45.451571,-73.655902,30021,8.408
10479,45.451636,-73.656424,30022,8.449
10479,45.451694,-73.656878,30023,8.485
10479,45.452088,-73.659892,30024,8.725
10479,45.452649,-73.664151,30025,9.064
